,Abastecimento de Água - Nível de Atendimento - Censo Demográfico (Em %),Coleta de Lixo - Nível de Atendimento - Censo Demográfico (Em %),Esgoto Sanitário - Nível de Atendimento - Censo Demográfico (Em %),Consumo de Energia Elétrica - Total (Em MWh),Consumo de Energia Elétrica - Industrial (Em MWh),Consumo de Energia Elétrica -  Comércio e Serviços (Em MWh),Consumo de Energia Elétrica - Rural (Em MWh),Consumo de Energia Elétrica - Residencial (Em MWh),Consumo de Energia Elétrica - Iluminação e Serviços Públicos e Outros (Em MWh),Taxa Geométrica de Crescimento Anual da População - 2010/2020 (Em % a.a.),Empregos Formais de Homens ,Empregos Formais de Mulheres ,Empregos Formais das Pessoas de até 24 Anos ,Empregos Formais das Pessoas de 25 a 39 Anos ,Empregos Formais das Pessoas de 40 a 59 Anos ,Empregos Formais das Pessoas de 60 Anos e Mais ,Empregos Formais das Pessoas com Ensino Fundamental Incompleto ,Empregos Formais das Pessoas com Ensino Fundamental Completo ,Empregos Formais das Pessoas com Ensino Médio Completo ,Empregos Formais das Pessoas com Ensino Superior Completo ,Empregos Formais da Agricultura. Pecuária. Produção Florestal. Pesca e Aquicultura ,Empregos Formais da Indústria ,Empregos Formais da Construção ,Empregos Formais do Comércio Atacadista e Varejista e do Comércio e Reparação de Veículos Automotores e Motocicletas ,Empregos Formais dos Serviços ,Participação dos Empregos Formais da Agricultura. Pecuária. Produção Florestal. Pesca e Aquicultura no Total de Empregos Formais (Em %),Participação dos Empregos Formais da Indústria no Total de Empregos Formais (Em %),Participação dos Empregos Formais da Construção no Total de Empregos Formais (Em %),Participação dos Empregos Formais do Comércio Atacadista e Varejista e do Comércio e Reparação de Veículos Automotores e Motocicletas no Total de Empregos Formais (Em %),Participação dos Empregos Formais dos Serviços no Total de Empregos Formais (Em %),Frota de Veículos - Total ,Número de Habitantes por Total de Veículos ,Frota de Automóveis ,Número de Habitantes por Automóvel ,Frota de Ônibus ,Frota de Caminhões ,Frota de Reboques ,Frota de Motocicletas e Assemelhados ,Frota de Microônibus e Camionetas ,Frota de Veículos de Outro Tipo ,Índice de Desenvolvimento Humano Municipal - IDHM ,Índice de Desenvolvimento Humano Municipal - IDHM - Ranking dos Municípios ,Índice de Desenvolvimento Humano Municipal - IDHM Longevidade ,Índice de Desenvolvimento Humano Municipal - IDHM Educação ,Índice de Desenvolvimento Humano Municipal - IDHM Renda ,Índice Paulista de Responsabilidade Social - IPRS - Dimensão Riqueza ,Índice Paulista de Responsabilidade Social - IPRS - Dimensão Longevidade ,Índice Paulista de Responsabilidade Social - IPRS - Dimensão Escolaridade ,Leitos de Internação ,Leitos de Internação (Coeficiente por mil habitantes),Leitos SUS ,Leitos SUS (Coeficiente por mil habitantes),Taxa de Natalidade (Por mil habitantes),Taxa de Fecundidade Geral (Por mil mulheres entre 15 e 49 anos),Índice de Envelhecimento (Em %),Óbitos Gerais (por local de residência) ,Taxa de Mortalidade Geral (por local de residência) (Por mil habitantes),Óbitos da População de 15 a 34 Anos ,Taxa de Mortalidade da População de 15 a 34 Anos (Por cem mil habitantes nessa faixa etária),Óbitos da População de 60 Anos e Mais ,Taxa de Mortalidade da População de 60 Anos e Mais (Por cem mil habitantes nessa faixa etária),PIB (Em mil reais correntes),PIB per Capita (Em reais correntes),Participação no PIB do Estado (Em %),População ,População Masculina ,População Feminina ,Razão de Sexos ,População Urbana ,População Rural ,Grau de Urbanização (Em %),População de 0 a 3 Anos ,População de 4 a 6 Anos ,População de 6 Anos ,População de 7 a 10 Anos ,População de 11 a 14 Anos ,População de 15 a 17 Anos ,População de 18 a 19 Anos ,Auxiliares de Enfermagem Registrados no COREN/SP ,Auxiliares de Enfermagem Registrados no COREN/SP (Coeficiente por mil habitantes),Dentistas Registrados no CRO/SP ,Dentistas Registrados no CRO/SP (Coeficiente por dois mil habitantes),Enfermeiros Registrados no COREN/SP ,Enfermeiros Registrados no COREN/SP (Coeficiente por mil habitantes),Fonoaudiólogos registrados no CRFa/SP ,Fonoaudiólogos registrados no CRFa/SP (Coeficiente por mil habitantes),Médicos Registrados no CRM/SP ,Médicos Registrados no CRM/SP (Coeficiente por mil habitantes),Técnicos de Enfermagem Registrados no COREN/SP ,Técnicos de Enfermagem Registrados no COREN/SP (Coeficiente por mil habitantes),Técnicos de Prótese Dentária Registrados no CRO/SP ,Técnicos de Prótese Dentária Registrados no CRO/SP (Coeficiente por dois mil habitantes),Renda per Capita - Censo Demográfico (Em reais correntes),Domicílios Particulares com Renda per Capita até 1/2 Salário Mínimo - Censo Demográfico (Em %),Domicílios Particulares com Renda per Capita até 1/4 do Salário Mínimo - Censo Demográfico (Em %),Area,densidade
502,99.8,99.87,99.28,7415,43,949,543,4248,1632,-0.08,280,244,52,177,245,50,27,128,253,116,14,5,55,132,318,2.67,0.95,10.5,25.19,60.69,3102,1.78,1911,2.89,94,94,78,512,413,0,0.738,321,0.802,0.6990000000000001,0.716,30,65,59,0,0.0,0,0.0,13.56,49.97,63.47,32,5.78,2,107.53,16,2349.49,92067.58,16636.71,0.004343,5525,2829,2696,104.93,5316,209,96.22,257,199,68,281,298,219,152,34,6.15,7,2.53,12,2.17,0,0.0,1,0.18,40,7.24,1,0.36,581.3,16.5,4.23,134.421,41.10220873226654
503,98.43,99.81,97.98,85173,17797,18956,4203,34339,9878,0.53,4666,4207,1700,3697,3127,349,786,1257,4991,1839,311,2290,228,2200,3844,3.51,25.81,2.57,24.79,43.32,26190,1.16,13895,2.2,54,845,1799,6877,2716,4,0.784,55,0.84,0.7509999999999999,0.763,38,72,75,82,2.68,57,1.86,13.9,52.45,125.42,290,9.51,7,76.63,219,3704.96,1013729.41,33398.0,0.047821,30804,14770,16034,92.12,29591,1213,96.06,1236,964,321,1256,1228,962,726,52,1.7,127,8.29,127,4.14,4,0.13,82,2.68,137,4.47,11,0.72,745.67,12.67,3.31,206.537,149.14518948178775
504,99.17,99.55,98.91,362849,334709,5563,518,16699,5360,1.96,5690,2171,1281,3637,2641,302,771,2117,4070,903,36,5246,47,723,1809,0.46,66.73,0.6,9.2,23.01,16082,1.57,8671,2.91,41,801,463,4457,1648,1,0.737,330,0.847,0.654,0.723,38,80,65,0,0.0,0,0.0,13.26,45.68,47.96,133,5.26,9,102.06,92,3671.19,1571921.17,63337.95,0.074152,26189,13197,12992,101.58,25911,278,98.94,1424,1069,355,1403,1391,1056,766,28,1.09,7,0.54,19,0.74,1,0.04,2,0.08,111,4.32,0,0.0,604.6,14.48,5.22,98.291,266.44351975257143
505,89.88,99.49,68.78,225415,43349,25632,4776,42047,10961,0.89,5770,4576,1632,4448,3795,471,980,1210,6883,1273,336,2595,290,2526,4599,3.25,25.08,2.8,24.42,44.45,28927,1.87,16984,3.19,121,1411,475,6621,3285,30,0.738,321,0.8340000000000001,0.6890000000000001,0.7,35,69,60,101,1.85,82,1.5,12.97,48.51,67.62,394,7.27,14,80.49,286,3809.78,1353632.21,25184.79,0.063855,55086,27364,27722,98.71,44716,10370,81.17,2988,2368,782,2965,2751,2228,1627,298,5.45,70,2.56,120,2.2,6,0.11,28,0.51,239,4.37,6,0.22,543.5,27.33,9.93,363.332,151.61340041614832
506,99.96,100.0,99.96,9171,27,970,607,5526,2040,0.38,340,289,52,238,293,46,75,152,296,106,82,28,63,83,373,13.04,4.45,10.02,13.2,59.3,4162,2.04,2685,3.17,53,156,103,721,442,2,0.737,330,0.818,0.703,0.696,28,67,50,0,0.0,0,0.0,11.76,43.98,58.49,51,6.0,6,216.22,29,2741.02,127361.34,15029.66,0.006008,8562,4254,4308,98.75,8208,354,95.87,476,371,124,495,475,306,227,23,2.7,1,0.23,16,1.88,0,0.0,2,0.23,67,7.85,0,0.0,555.76,18.71,4.73,154.033,55.58549142066961
507,99.86,100.0,99.66,14095,3927,2386,1741,4813,1228,1.28,747,440,201,505,402,79,117,187,781,102,113,509,2,154,409,9.52,42.88,0.17,12.97,34.46,3619,1.66,1967,3.05,35,380,333,358,545,1,0.6859999999999999,614,0.82,0.5710000000000001,0.688,32,73,45,6,0.99,6,0.99,15.69,58.6,56.84,39,6.51,0,0.0,29,3897.85,126611.77,21394.35,0.005973,6141,3082,3059,100.75,5583,558,90.91,366,270,89,347,337,260,179,7,1.15,4,1.32,11,1.81,0,0.0,2,0.33,18,2.97,0,0.0,460.87,29.18,12.03,252.621,24.309142945360843
508,99.85,99.89,98.12,60560,17125,10070,5397,20859,7109,-0.03,3295,3030,1072,2504,2392,357,598,1185,3736,806,470,1542,45,1242,3026,7.43,24.38,0.71,19.64,47.84,18888,1.4,11430,2.31,57,719,544,3558,2578,2,0.775,90,0.887,0.6859999999999999,0.764,35,75,55,316,11.97,293,11.1,9.28,37.81,135.05,261,9.88,6,82.75,197,3464.04,641179.0,24269.62,0.030246,26385,12757,13628,93.61,24263,2122,91.96,1072,857,287,1135,1102,831,601,159,6.02,47,3.56,78,2.95,8,0.3,53,2.01,220,8.33,3,0.23,765.12,12.82,3.05,754.1410000000003,34.986826070986716
509,99.52,99.99,99.21,196489,164099,5465,3253,18945,4727,0.72,2360,1803,512,1756,1656,239,336,591,2509,727,165,1134,127,980,1757,3.96,27.24,3.05,23.54,42.21,16117,1.57,10370,2.44,109,635,634,2589,1775,5,0.77,110,0.868,0.7040000000000001,0.746,34,81,48,32,1.26,21,0.83,11.84,44.7,92.89,208,8.23,13,161.81,163,3923.93,768790.73,30633.99,0.036266,25604,12591,13013,96.76,24636,968,96.22,1186,874,292,1184,1218,872,653,61,2.4,31,2.44,25,0.98,6,0.24,15,0.59,45,1.77,2,0.16,646.64,19.82,5.65,288.576,88.72532712353073
510,100.0,100.0,98.65,4354,8,434,2441,976,495,-0.04,139,95,11,86,117,20,37,48,98,51,19,3,0,56,156,8.12,1.28,0.0,23.93,66.67,1114,1.3,539,2.68,8,63,101,224,179,0,0.772,103,0.8640000000000001,0.748,0.7120000000000001,29,93,93,0,0.0,0,0.0,13.17,57.4,178.24,12,8.32,0,0.0,10,2906.98,33653.01,23305.41,0.001588,1440,728,712,102.25,1031,409,71.6,49,38,13,51,52,39,32,1,0.69,1,1.39,2,1.39,1,0.69,0,0.0,9,6.25,0,0.0,597.11,7.69,0.88,79.192,18.183654914637845
511,100.0,100.0,99.76,3313,19,488,1156,1042,608,-0.85,126,99,17,53,122,33,13,43,114,55,39,4,0,10,172,17.33,1.78,0.0,4.44,76.44,1038,1.48,596,2.57,6,34,69,166,167,0,0.773,96,0.84,0.733,0.7509999999999999,28,63,94,0,0.0,0,0.0,7.83,38.1,238.59,18,11.75,2,539.08,15,3416.86,34554.4,22394.3,0.0016300000000000002,1509,760,749,101.47,1116,393,73.96,44,30,11,46,56,42,31,3,1.97,0,0.0,6,3.95,0,0.0,1,0.66,8,5.26,0,0.0,747.3,12.1,1.85,129.888,11.617701404286768
512,90.88,99.47,42.6,528484,170521,158738,27,171124,28073,2.45,31505,22918,8762,25936,18013,1712,3654,7008,29761,14000,106,12364,2253,6808,32892,0.19,22.72,4.14,12.51,60.44,83081,1.59,51132,2.59,212,2319,937,12693,15744,44,0.8140000000000001,9,0.8490000000000001,0.725,0.8759999999999999,54,79,62,30,0.22,30,0.22,16.94,58.75,52.8,609,4.6,33,71.91,379,2603.56,8583623.07,66281.78,0.404916,138132,68057,70075,97.12,138132,0,100.0,7831,5899,1937,7326,6962,5778,4323,150,1.11,477,7.06,251,1.86,48,0.36,671,4.96,416,3.08,11,0.16,1507.66,21.36,8.8,179.949,767.6174916226262
513,98.92,99.41,98.25,31165,2349,6125,3307,15197,4187,-0.17,1888,1300,530,1273,1235,150,225,392,2034,537,358,419,34,846,1531,11.23,13.14,1.07,26.54,48.02,13750,1.47,7083,2.85,70,687,492,3826,1575,17,0.753,207,0.8540000000000001,0.6890000000000001,0.725,31,62,53,56,2.78,37,1.84,10.41,41.73,108.03,179,8.87,8,136.59,145,3806.77,422325.7,20902.04,0.019922,20127,9781,10346,94.54,18977,1150,94.29,910,720,240,936,904,691,510,104,5.16,39,3.87,29,1.44,5,0.25,25,1.24,72,3.57,0,0.0,589.95,24.13,8.78,552.876,36.404184663468854
514,97.61,99.91,94.48,2813034,1459878,543829,2,693853,115472,0.26,106742,98712,30991,91399,74291,8773,19814,31084,114818,39738,20,21961,7469,41133,134871,0.01,10.69,3.64,20.02,65.65,527602,1.31,371914,1.86,1769,11002,5526,78142,59013,236,0.815,7,0.861,0.769,0.8190000000000001,45,75,58,1540,2.22,708,1.02,12.99,48.68,96.01,5576,8.07,200,97.33,4167,3592.06,27470680.4,39876.21,1.295876,693867,333318,360549,92.45,693867,0,100.0,31547,25974,8628,32709,29866,23590,17253,4206,6.08,2019,5.83,3159,4.56,238,0.34,2273,3.28,3525,5.09,179,0.52,1021.51,13.72,5.52,175.782,3947.31542478752
515,99.42,99.87,96.99,10482,435,784,3141,4620,1502,0.52,625,491,149,470,438,59,248,276,431,161,315,90,18,223,470,28.23,8.06,1.61,19.98,42.11,3238,2.03,2147,3.06,32,138,62,317,542,0,0.7020000000000001,574,0.83,0.604,0.69,28,71,56,19,2.88,19,2.88,11.56,45.76,106.65,49,7.46,4,189.57,33,2745.42,145308.33,22215.0,0.006855,6637,3391,3246,104.47,4999,1638,75.32,295,212,71,295,308,239,177,13,1.97,10,3.03,13,1.97,1,0.15,2,0.3,20,3.03,1,0.3,520.37,25.02,5.97,310.311,21.388220204891226
516,97.9,99.86,61.04,79086,24604,19394,13873,15671,5544,1.03,4484,2894,1165,3433,2512,268,1014,1350,3817,1197,1299,1713,307,1891,2168,17.61,23.22,4.16,25.63,29.38,15219,1.47,8249,2.72,172,1009,274,3416,2097,2,0.7020000000000001,574,0.838,0.5760000000000001,0.718,43,74,57,0,0.0,0,0.0,13.29,48.19,67.64,157,7.0,9,119.4,116,3949.61,1043905.11,46993.12,0.049244,22849,11441,11408,100.29,21842,1007,95.59,1128,850,283,1138,1171,922,677,12,0.53,26,2.3,20,0.88,1,0.04,10,0.44,97,4.29,1,0.09,588.32,19.74,5.6,154.13299999999995,148.24210259970286
517,95.88,99.79,95.35,22935,471,3259,7438,8949,2817,0.8,944,797,160,678,798,105,298,303,874,266,519,421,9,159,633,29.81,24.18,0.52,9.13,36.36,4026,2.02,2166,3.76,91,239,370,639,521,0,0.757,182,0.84,0.728,0.71,36,70,69,0,0.0,0,0.0,13.4,49.89,85.2,68,8.36,4,156.01,43,3592.31,214857.3,26601.13,0.010135,8252,4161,4091,101.71,7174,1078,86.94,362,273,91,367,381,296,221,36,4.39,7,1.71,18,2.2,2,0.24,0,0.0,6,0.73,0,0.0,558.83,18.35,5.58,1308.432,6.306785526492777
518,97.85,99.46,95.79,10482,1108,1002,4615,2839,917,-0.2,775,478,172,487,522,72,206,293,615,139,376,235,10,300,332,30.01,18.75,0.8,23.94,26.5,3569,1.64,2127,2.75,19,248,54,492,627,2,0.7140000000000001,509,0.835,0.62,0.703,33,72,64,0,0.0,0,0.0,12.32,49.32,112.42,46,7.87,3,176.57,35,3170.29,137159.7,23446.1,0.00647,5826,2970,2856,103.99,3806,2020,65.33,233,185,61,252,269,227,162,16,2.74,2,0.69,6,1.03,0,0.0,3,0.51,14,2.4,0,0.0,565.74,16.55,4.45,109.956,52.984830295754655
519,82.76,99.75,62.76,12593,166,2441,2138,6114,1735,0.22,583,593,189,466,468,53,86,205,700,185,157,45,12,209,753,13.35,3.83,1.02,17.77,64.03,4601,1.43,2441,2.7,12,189,55,1074,826,4,0.706,550,0.812,0.632,0.685,29,69,56,0,0.0,0,0.0,13.04,50.44,75.11,47,7.13,0,0.0,37,3760.16,103677.24,15756.42,0.004891,6628,3304,3324,99.4,4631,1997,69.87,349,273,90,339,315,280,212,32,4.84,6,1.81,7,1.06,0,0.0,7,1.06,14,2.12,0,0.0,593.67,27.36,8.0,133.00799999999998,49.83158907734874
520,99.3,99.77,73.4,4228,17,632,466,2231,881,0.59,160,174,16,106,183,29,10,76,178,70,9,1,11,34,279,2.69,0.3,3.29,10.18,83.53,1404,2.09,905,3.25,19,31,40,226,183,0,0.732,370,0.828,0.7140000000000001,0.664,23,64,45,0,0.0,0,0.0,13.27,54.17,113.1,30,10.21,0,0.0,27,4812.83,38100.29,13034.65,0.001797,2972,1482,1490,99.46,2774,198,93.34,133,96,32,128,133,108,80,25,8.46,2,1.35,7,2.37,1,0.34,1,0.34,7,2.37,0,0.0,484.96,25.82,9.06,94.465,31.461387815593074
521,99.16,99.92,99.23,5542,16,819,264,3077,1365,0.89,286,237,65,197,230,31,60,122,239,102,123,11,4,106,279,23.52,2.1,0.76,20.27,53.35,1939,2.37,1251,3.67,36,84,64,278,225,1,0.74,306,0.83,0.7190000000000001,0.68,26,73,60,0,0.0,0,0.0,11.97,44.64,70.67,31,6.75,0,0.0,24,3703.7,60816.78,13351.65,0.002869,4668,2351,2317,101.47,4555,113,97.58,240,176,59,245,253,178,125,12,2.59,2,0.86,12,2.59,0,0.0,2,0.43,15,3.24,0,0.0,490.65,21.15,5.29,128.026,36.461343789542745
522,99.56,99.8,95.29,1392276,131752,608176,0,567676,84671,0.22,98466,79875,23350,74593,69838,10559,15071,24773,94287,44210,293,8124,4808,29185,135931,0.16,4.56,2.7,16.36,76.22,275300,1.55,143702,2.97,693,10688,11970,75812,31494,941,0.84,3,0.852,0.807,0.861,51,72,56,1716,4.01,858,2.01,10.73,42.53,132.48,4218,9.89,112,96.22,3485,3788.7,22532671.8,52940.7,1.062935,428703,197843,230860,85.7,428382,321,99.93,18652,15611,5166,19120,16672,13307,9830,1803,4.22,2143,10.02,1897,4.44,281,0.66,3531,8.26,2204,5.15,122,0.57,1364.92,9.31,4.23,281.033,1525.4543060779333
523,99.27,99.45,86.28,15106,378,2583,2833,7733,1580,0.06,916,748,217,719,641,87,251,228,921,264,146,89,20,433,976,8.77,5.35,1.2,26.02,58.65,6186,1.7,3524,2.98,13,205,84,1378,979,3,0.72,469,0.812,0.638,0.7190000000000001,27,70,60,40,3.8,26,2.47,12.37,48.65,106.59,101,9.61,2,64.39,79,4101.77,196195.22,18683.48,0.009255,10530,5258,5272,99.73,5435,5095,51.61,460,341,113,462,491,398,297,6,0.57,10,1.9,16,1.52,1,0.1,13,1.24,43,4.09,1,0.19,525.47,31.38,9.89,252.579,41.68992671599776
524,99.05,99.87,90.26,2640916,1211973,501411,103,726636,200795,0.6,147148,100586,36087,110137,93120,8390,17107,29386,140249,60992,33,73542,7082,43901,123176,0.01,29.69,2.86,17.72,49.72,594863,1.35,403005,1.99,4135,19549,15581,85726,66486,381,0.805,14,0.861,0.752,0.807,47,76,60,1583,1.96,588,0.73,13.4,48.08,74.73,4703,5.85,185,73.84,3392,3025.25,44680389.37,55875.28,2.107711,812086,392552,419534,93.57,799027,13059,98.39,39361,31761,10556,40458,37659,29129,21360,4334,5.36,1721,4.26,2830,3.5,276,0.34,1507,1.87,4610,5.71,151,0.37,944.67,16.77,7.15,409.532,1982.9610384536493
525,99.96,100.0,99.85,774838,302080,192649,0,189585,90524,0.14,55205,50497,15659,47772,37680,4591,8601,13959,59648,23494,3,12358,10361,17492,65488,0.0,11.69,9.8,16.55,61.96,142658,1.06,101335,1.49,577,3469,2065,14799,20347,66,0.862,1,0.887,0.8109999999999999,0.8909999999999999,53,77,82,618,4.09,177,1.17,11.38,45.26,150.8,1523,10.09,26,66.13,1282,3836.14,13106958.71,86881.6,0.6182949999999999,151244,70285,80959,86.82,151244,0,100.0,5678,4927,1642,6153,5421,4296,3114,629,4.16,807,10.68,763,5.05,102,0.67,938,6.21,537,3.55,54,0.71,1578.74,6.42,2.83,15.331,9865.240362663884
526,99.66,99.9,99.43,883974,374560,138049,26447,239978,104940,0.91,42777,31459,10488,33585,26605,3558,3961,17808,35157,17310,2359,17557,2517,15646,36157,3.18,23.65,3.39,21.08,48.71,183646,1.3,116792,2.04,446,4753,3512,36229,21887,27,0.805,14,0.863,0.7659999999999999,0.7879999999999999,43,77,67,436,1.81,211,0.88,13.56,50.26,92.78,1667,6.98,67,90.59,1242,3268.94,10475654.56,44208.91,0.494169,242632,118836,123796,95.99,232915,9717,96.0,10527,8415,2810,11026,10738,8402,6088,683,2.84,580,4.82,653,2.71,81,0.34,681,2.83,1127,4.68,37,0.31,923.62,11.71,3.77,1136.907,213.41411390729408
527,99.87,100.0,99.6,4373,63,465,1234,1881,730,-0.43,112,117,12,69,132,16,50,37,79,63,11,6,0,35,177,4.8,2.62,0.0,15.28,77.29,1668,1.62,949,2.85,17,51,79,358,214,0,0.723,446,0.8140000000000001,0.6579999999999999,0.705,25,74,68,0,0.0,0,0.0,10.37,43.21,137.39,27,10.0,0,0.0,22,3672.79,47985.35,17693.71,0.002264,2677,1328,1349,98.44,2198,479,82.11,105,77,26,110,123,100,73,5,1.86,2,1.49,4,1.49,1,0.37,1,0.37,12,4.46,0,0.0,442.8,21.76,4.63,75.579,35.419891768877605
528,98.33,98.94,97.59,412632,255357,49201,14336,73748,19991,0.44,13959,10629,3562,10856,9119,1051,2557,4720,12647,4664,1911,4917,703,6471,10586,7.77,20.0,2.86,26.32,43.05,70569,1.23,39466,2.2,122,2307,1030,18267,9349,28,0.797,28,0.871,0.7490000000000001,0.7759999999999999,37,70,64,199,2.29,94,1.08,12.11,46.12,111.73,754,8.7,24,93.38,577,3689.26,2923319.38,33854.7,0.137902,87340,42294,45046,93.89,85046,2294,97.37,3546,2776,927,3686,3725,3017,2203,299,3.44,204,4.69,280,3.22,22,0.25,291,3.34,418,4.8,25,0.57,823.48,12.58,3.31,516.399,169.1327829837006
529,99.85,100.0,100.0,3701,17,454,753,1868,608,-0.36,140,127,14,76,149,28,38,37,125,67,38,3,8,40,178,14.23,1.12,3.0,14.98,66.67,1303,1.91,853,2.92,5,28,36,194,186,1,0.72,469,0.8059999999999999,0.6859999999999999,0.675,24,83,47,0,0.0,0,0.0,11.64,46.47,115.17,20,8.03,0,0.0,17,3671.71,42031.72,16805.97,0.001983,2476,1218,1258,96.82,1908,568,77.06,99,74,25,105,111,77,63,7,2.82,2,1.61,5,2.01,0,0.0,3,1.21,11,4.43,0,0.0,483.18,19.95,3.99,129.46200000000002,19.12530317776645
530,98.76,100.0,97.73,2896,27,232,876,1182,578,0.39,122,112,12,64,144,14,62,23,87,62,26,0,0,22,186,11.11,0.0,0.0,9.4,79.49,986,1.86,567,3.24,12,36,35,217,119,0,0.748,248,0.833,0.738,0.682,20,80,73,0,0.0,0,0.0,14.15,55.91,109.58,12,6.53,0,0.0,11,3207.0,34864.37,19030.77,0.001645,1850,925,925,100.0,1652,198,89.3,82,58,20,83,91,59,41,5,2.71,1,1.08,5,2.71,0,0.0,0,0.0,5,2.71,1,1.08,533.45,17.26,3.89,178.396,10.370187672369337
531,99.83,100.0,97.66,3888,280,347,805,1762,695,-0.58,120,109,19,57,120,33,53,21,107,48,13,19,0,24,173,5.68,8.3,0.0,10.48,75.55,1412,1.42,855,2.35,7,43,56,242,209,0,0.75,232,0.8540000000000001,0.6920000000000001,0.7140000000000001,29,74,71,0,0.0,0,0.0,8.98,38.3,190.74,20,9.98,2,365.63,15,2912.62,55129.18,27345.82,0.002601,1985,976,1009,96.73,1716,269,86.45,67,49,16,72,78,53,46,10,5.01,2,2.01,8,4.01,0,0.0,0,0.0,1,0.5,0,0.0,590.31,10.97,2.02,117.665,16.869927336081247
532,99.56,99.78,99.7,127346,46072,18922,2777,42903,16671,0.79,7885,4121,1834,5559,4138,475,1561,1847,7016,1582,266,5750,169,2447,3374,2.22,47.89,1.41,20.38,28.1,35272,1.41,17492,2.83,214,1172,1741,11017,3621,15,0.762,151,0.847,0.706,0.74,40,74,60,115,2.3,68,1.36,11.56,42.81,82.48,331,6.68,6,38.76,235,3101.08,1533653.25,31159.15,0.07234700000000001,50274,24580,25694,95.66,49386,888,98.23,2369,1891,631,2465,2384,1900,1343,127,2.54,99,3.97,67,1.34,14,0.28,99,1.98,182,3.65,8,0.32,722.9,13.07,3.57,410.86300000000006,122.3619552016122
533,98.86,99.54,98.58,11178,98,1088,3618,5251,1123,0.38,402,375,81,301,329,66,146,89,375,167,198,2,4,140,433,25.48,0.26,0.51,18.02,55.73,2871,3.02,1801,4.81,48,99,61,478,384,0,0.693,603,0.8440000000000001,0.58,0.679,30,66,43,0,0.0,0,0.0,12.01,46.1,60.54,57,6.58,1,34.34,43,3742.38,161030.83,18672.41,0.007595999999999999,8727,4440,4287,103.57,7961,766,91.22,486,330,111,480,546,418,288,10,1.15,8,1.84,8,0.92,1,0.12,2,0.23,44,5.06,0,0.0,510.93,30.17,9.94,276.952,31.5108755307779
534,99.22,99.68,97.75,180188,77815,24086,15990,44184,18113,0.25,8498,5899,2085,6510,5117,685,1198,2210,8737,2252,1114,3342,781,3712,5448,7.74,23.21,5.42,25.78,37.84,37535,1.41,22662,2.34,168,1639,883,7065,5111,7,0.774,92,0.868,0.7170000000000001,0.7440000000000001,39,71,62,136,2.56,81,1.53,12.82,49.89,106.11,449,8.48,17,105.89,340,3501.54,1727260.59,32689.12,0.08148,53206,26094,27112,96.25,49041,4165,92.17,2376,1944,645,2461,2284,1840,1318,86,1.62,108,4.07,96,1.81,8,0.15,162,3.05,352,6.63,13,0.49,680.16,17.71,4.6,419.684,126.77633648173384
535,92.87,99.94,99.08,1191048,88182,390456,49805,523279,139325,0.94,74186,64601,21306,63218,48069,6194,8295,19089,81131,30272,609,19796,7377,37583,73422,0.44,14.26,5.32,27.08,52.9,389908,1.13,213943,2.06,1633,10906,11363,104331,47616,116,0.797,28,0.846,0.748,0.8009999999999999,44,77,66,1905,4.29,886,1.99,12.8,47.34,101.39,3221,7.31,114,86.1,2436,3294.07,16493968.03,37720.07,0.778071,447924,215795,232129,92.96,420750,27174,93.93,18972,15470,5160,19959,18777,14441,10494,1888,4.25,1394,6.27,1951,4.39,154,0.35,3042,6.85,2877,6.47,99,0.45,978.49,11.46,4.55,431.944,1036.9955364584298
536,98.41,99.82,93.3,1825796,650674,431393,4333,562025,177370,1.23,108211,78296,27492,86296,66413,6305,7934,19158,113494,45921,699,35518,8842,38618,102830,0.37,19.04,4.74,20.71,55.13,435309,1.6,300781,2.31,1880,8690,6669,62482,54511,296,0.807,12,0.855,0.764,0.804,43,75,64,1672,2.38,824,1.17,13.97,50.71,68.41,3955,5.69,205,92.94,2773,2947.3,39829403.91,57929.97,1.878875,710654,347392,363262,95.63,696197,14457,97.97,36861,30378,10074,37856,33779,26136,18991,2745,3.91,1983,5.64,1992,2.83,235,0.33,2793,3.97,3264,4.64,112,0.32,955.77,15.59,5.77,1099.409,646.3963820561776
537,62.79,96.44,44.56,24890,611,2644,7409,10991,3235,1.11,2243,5187,582,2784,3668,396,2219,1841,3066,304,80,190,171,440,6549,1.08,2.56,2.3,5.92,88.14,8552,1.78,5404,2.82,33,393,80,1385,1246,11,0.728,409,0.823,0.6659999999999999,0.7040000000000001,40,65,58,0,0.0,0,0.0,13.25,47.92,64.73,98,6.43,6,115.16,62,3134.48,206751.97,13708.52,0.009753,15579,7820,7759,100.79,14499,1080,93.07,842,626,206,802,785,616,474,83,5.39,13,1.69,28,1.82,4,0.26,4,0.26,53,3.44,0,0.0,507.98,29.79,12.59,186.456,83.55322435319863
538,96.6,99.8,83.84,15755,357,2024,4884,6575,1916,0.16,1162,788,257,880,737,76,332,251,875,492,365,117,6,391,1071,18.72,6.0,0.31,20.05,54.92,6144,1.71,3353,3.14,27,226,103,1502,927,6,0.6970000000000001,590,0.826,0.593,0.691,27,81,52,25,2.37,16,1.52,10.64,42.33,99.32,80,7.6,2,63.53,62,3271.77,172868.46,16446.43,0.008154999999999999,10569,5352,5217,102.59,6337,4232,59.96,525,429,141,511,436,371,285,35,3.32,4,0.76,14,1.33,0,0.0,5,0.47,27,2.56,0,0.0,479.18,32.31,10.02,617.315,17.120918817783465
